Disease,Department,Severity,Risk_Level,Advice,Prevention,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12
Tuberculosis,Pulmonology,High,High,Complete the full course of TB medication.,Early diagnosis and avoid close contact with infected persons.,chest pain,loss of appetite,persistent cough,swollen lymph nodes,chills,fatigue,,,,,,
Tuberculosis,Pulmonology,High,High,Complete the full course of TB medication.,Early diagnosis and avoid close contact with infected persons.,loss of appetite,weakness,fatigue,weight loss,chest pain,,,,,,,
Tuberculosis,Pulmonology,High,High,Complete the full course of TB medication.,Early diagnosis and avoid close contact with infected persons.,weakness,fatigue,chills,weight loss,night sweats,persistent cough,fever,,,,,
Tuberculosis,Pulmonology,High,High,Complete the full course of TB medication.,Early diagnosis and avoid close contact with infected persons.,loss of appetite,weakness,swollen lymph nodes,night sweats,fever,fatigue,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,shortness of breath,chest discomfort,exercise intolerance,cough,rapid breathing,anxiety,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,anxiety,cough,mild fever,exercise intolerance,chest discomfort,difficulty breathing,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",cough,fatigue,exercise intolerance,difficulty breathing,rapid breathing,night cough,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",mild fever,exercise intolerance,difficulty breathing,anxiety,shortness of breath,cough,fatigue,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",fatigue,exercise intolerance,difficulty breathing,shortness of breath,,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",difficulty breathing,chest discomfort,exercise intolerance,chest tightness,shortness of breath,mild fever,night cough,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,chest discomfort,exercise intolerance,fatigue,cough,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",shortness of breath,exercise intolerance,wheezing,chest tightness,mild fever,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",rapid breathing,fatigue,cough,chest discomfort,chest tightness,anxiety,difficulty breathing,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",mild fever,shortness of breath,cough,night cough,chest tightness,difficulty breathing,exercise intolerance,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,fatigue,rapid breathing,cough,anxiety,difficulty breathing,mild fever,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",chest discomfort,mild fever,difficulty breathing,anxiety,chest tightness,wheezing,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,difficulty breathing,chest tightness,chest discomfort,mild fever,rapid breathing,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",mild fever,anxiety,rapid breathing,chest discomfort,exercise intolerance,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",difficulty breathing,wheezing,exercise intolerance,night cough,fatigue,chest tightness,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",cough,difficulty breathing,shortness of breath,chest discomfort,wheezing,mild fever,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",chest discomfort,difficulty breathing,anxiety,chest tightness,night cough,fatigue,mild fever,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,difficulty breathing,cough,wheezing,chest tightness,mild fever,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",chest discomfort,night cough,chest tightness,exercise intolerance,,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",wheezing,fatigue,rapid breathing,anxiety,,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",chest discomfort,cough,shortness of breath,night cough,,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",fatigue,chest discomfort,anxiety,exercise intolerance,chest tightness,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",rapid breathing,difficulty breathing,shortness of breath,wheezing,chest tightness,chest discomfort,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",cough,fatigue,mild fever,shortness of breath,,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",anxiety,cough,difficulty breathing,shortness of breath,night cough,chest discomfort,exercise intolerance,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",rapid breathing,difficulty breathing,anxiety,night cough,,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",cough,night cough,anxiety,difficulty breathing,chest tightness,fatigue,shortness of breath,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",cough,anxiety,difficulty breathing,mild fever,shortness of breath,rapid breathing,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",difficulty breathing,exercise intolerance,chest tightness,cough,fatigue,anxiety,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",night cough,rapid breathing,wheezing,fatigue,exercise intolerance,anxiety,mild fever,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",rapid breathing,chest tightness,shortness of breath,difficulty breathing,fatigue,wheezing,chest discomfort,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",rapid breathing,difficulty breathing,exercise intolerance,shortness of breath,chest discomfort,mild fever,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",mild fever,chest tightness,shortness of breath,wheezing,anxiety,cough,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",fatigue,chest discomfort,night cough,difficulty breathing,wheezing,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",rapid breathing,exercise intolerance,chest tightness,chest discomfort,cough,night cough,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",anxiety,exercise intolerance,rapid breathing,fatigue,mild fever,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",chest tightness,chest discomfort,exercise intolerance,wheezing,anxiety,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",wheezing,exercise intolerance,mild fever,shortness of breath,chest tightness,difficulty breathing,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",cough,rapid breathing,night cough,anxiety,wheezing,,,,,,,
Asthma,Pulmonology,Medium,Medium,Use prescribed inhalers and avoid triggers.,"Avoid smoke, dust and allergens.",mild fever,exercise intolerance,anxiety,wheezing,chest discomfort,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,body ache,fatigue,wheezing,sore throat,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,headache,persistent cough,wheezing,body ache,chest discomfort,mild fever,runny nose,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,chest discomfort,persistent cough,shortness of breath,mucus production,runny nose,headache,fatigue,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,wheezing,persistent cough,mucus production,body ache,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,chest discomfort,sore throat,fatigue,headache,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,mild fever,sore throat,body ache,runny nose,wheezing,persistent cough,weakness,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,runny nose,mild fever,mucus production,fatigue,sore throat,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,weakness,shortness of breath,persistent cough,headache,chest discomfort,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,runny nose,wheezing,sore throat,weakness,headache,body ache,mucus production,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,body ache,mild fever,fatigue,chest discomfort,shortness of breath,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,persistent cough,runny nose,sore throat,weakness,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,shortness of breath,mucus production,runny nose,persistent cough,body ache,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,shortness of breath,persistent cough,sore throat,body ache,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,wheezing,shortness of breath,persistent cough,fatigue,chest discomfort,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,weakness,headache,mild fever,runny nose,shortness of breath,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,fatigue,runny nose,wheezing,shortness of breath,sore throat,weakness,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,persistent cough,wheezing,headache,fatigue,sore throat,chest discomfort,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,persistent cough,mild fever,sore throat,wheezing,runny nose,body ache,shortness of breath,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,fatigue,chest discomfort,sore throat,weakness,body ache,mucus production,headache,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,weakness,fatigue,body ache,persistent cough,sore throat,shortness of breath,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,sore throat,shortness of breath,chest discomfort,runny nose,mild fever,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,body ache,mild fever,mucus production,wheezing,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,persistent cough,chest discomfort,sore throat,weakness,mucus production,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,headache,runny nose,wheezing,shortness of breath,body ache,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,mild fever,chest discomfort,persistent cough,shortness of breath,wheezing,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,weakness,body ache,shortness of breath,headache,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,shortness of breath,wheezing,mild fever,chest discomfort,sore throat,weakness,runny nose,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,chest discomfort,weakness,mild fever,wheezing,body ache,shortness of breath,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,weakness,body ache,mild fever,shortness of breath,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,mild fever,sore throat,persistent cough,shortness of breath,fatigue,headache,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,wheezing,headache,runny nose,sore throat,chest discomfort,mucus production,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,mild fever,shortness of breath,sore throat,runny nose,body ache,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,chest discomfort,body ache,runny nose,headache,fatigue,mild fever,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,fatigue,weakness,wheezing,body ache,runny nose,chest discomfort,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,wheezing,persistent cough,mucus production,runny nose,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,sore throat,fatigue,shortness of breath,mucus production,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,persistent cough,shortness of breath,wheezing,body ache,mild fever,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,headache,runny nose,weakness,body ache,,,,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,persistent cough,weakness,wheezing,headache,sore throat,runny nose,body ache,,,,,
Bronchitis,Pulmonology,Medium,Medium,Take adequate rest and drink warm fluids.,Avoid smoking and respiratory infections.,wheezing,chest discomfort,persistent cough,weakness,sore throat,body ache,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",excessive thirst,weakness,tingling feet,increased hunger,fatigue,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",tingling hands,tingling feet,blurred vision,weight loss,weakness,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",excessive thirst,weight loss,slow wound healing,dry mouth,fatigue,frequent infections,weakness,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent infections,excessive thirst,frequent urination,weakness,slow wound healing,fatigue,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",tingling feet,dry mouth,frequent urination,tingling hands,increased hunger,weakness,fatigue,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent infections,weight loss,tingling hands,excessive thirst,frequent urination,tingling feet,slow wound healing,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",blurred vision,frequent urination,excessive thirst,weakness,frequent infections,tingling hands,increased hunger,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",fatigue,tingling hands,increased hunger,slow wound healing,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",blurred vision,increased hunger,tingling hands,fatigue,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent infections,tingling feet,weight loss,slow wound healing,increased hunger,weakness,tingling hands,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",tingling feet,weight loss,frequent urination,excessive thirst,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",fatigue,excessive thirst,weight loss,slow wound healing,tingling hands,frequent urination,dry mouth,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",dry mouth,weakness,fatigue,weight loss,slow wound healing,tingling hands,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent infections,tingling hands,slow wound healing,excessive thirst,blurred vision,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",weakness,excessive thirst,frequent infections,blurred vision,increased hunger,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",weakness,frequent infections,increased hunger,slow wound healing,weight loss,tingling hands,frequent urination,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent urination,blurred vision,dry mouth,weight loss,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",excessive thirst,increased hunger,weakness,frequent infections,slow wound healing,fatigue,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",excessive thirst,frequent urination,weakness,weight loss,tingling hands,blurred vision,slow wound healing,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",slow wound healing,frequent urination,blurred vision,weakness,tingling feet,dry mouth,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",weakness,tingling feet,fatigue,frequent infections,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent infections,slow wound healing,increased hunger,tingling hands,blurred vision,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",blurred vision,dry mouth,increased hunger,excessive thirst,tingling hands,fatigue,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",slow wound healing,blurred vision,dry mouth,excessive thirst,weight loss,increased hunger,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",weakness,frequent infections,dry mouth,fatigue,tingling hands,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",increased hunger,blurred vision,frequent urination,slow wound healing,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",tingling hands,slow wound healing,weight loss,dry mouth,weakness,fatigue,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",blurred vision,weight loss,tingling hands,fatigue,dry mouth,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",increased hunger,slow wound healing,weight loss,blurred vision,dry mouth,tingling feet,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",weight loss,slow wound healing,blurred vision,frequent infections,weakness,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",tingling hands,fatigue,weakness,tingling feet,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent infections,tingling feet,frequent urination,dry mouth,fatigue,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",blurred vision,excessive thirst,slow wound healing,dry mouth,increased hunger,weight loss,tingling feet,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",blurred vision,frequent infections,increased hunger,slow wound healing,tingling feet,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",dry mouth,tingling hands,weakness,slow wound healing,,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",tingling feet,frequent urination,weight loss,weakness,excessive thirst,frequent infections,dry mouth,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",increased hunger,frequent infections,tingling hands,frequent urination,slow wound healing,dry mouth,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",slow wound healing,excessive thirst,frequent urination,frequent infections,blurred vision,tingling feet,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",dry mouth,weight loss,slow wound healing,weakness,increased hunger,,,,,,,
Diabetes,Endocrinology,Medium,Medium,Monitor blood sugar regularly and follow prescribed medication.,"Maintain a healthy diet, exercise regularly and control body weight.",frequent urination,dry mouth,excessive thirst,blurred vision,slow wound healing,weakness,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",irregular heartbeat,blurred vision,nosebleeds,fatigue,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,chest pain,anxiety,irregular heartbeat,nosebleeds,weakness,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,irregular heartbeat,nosebleeds,dizziness,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",headache,dizziness,irregular heartbeat,nosebleeds,weakness,anxiety,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",irregular heartbeat,chest pain,anxiety,blurred vision,confusion,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",anxiety,shortness of breath,palpitations,chest pain,weakness,nosebleeds,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",blurred vision,weakness,shortness of breath,confusion,headache,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,confusion,shortness of breath,weakness,headache,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",chest pain,fatigue,dizziness,confusion,blurred vision,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",nosebleeds,chest pain,palpitations,dizziness,fatigue,irregular heartbeat,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",anxiety,weakness,nosebleeds,shortness of breath,irregular heartbeat,fatigue,headache,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",nosebleeds,palpitations,confusion,blurred vision,fatigue,weakness,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",weakness,blurred vision,nosebleeds,dizziness,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",fatigue,dizziness,blurred vision,nosebleeds,confusion,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",shortness of breath,confusion,blurred vision,irregular heartbeat,anxiety,dizziness,chest pain,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",anxiety,blurred vision,palpitations,fatigue,weakness,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",nosebleeds,palpitations,confusion,headache,irregular heartbeat,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,blurred vision,chest pain,shortness of breath,,,,,,,,
